Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmpOverall
Married,2,1,Master,46377,33,0,26,0,28,47,0,1
Single,0,0,Graduation,73827,41,136,15,70,29,21,16,0
Married,1,0,Graduation,57838,43,56,13,26,17,31,2,1
Married,2,2,Graduation,81931,24,0,56,0,82,88,0,1
Single,0,0,Graduation,70576,35,133,12,76,29,21,18,0
Married,2,2,Graduation,75060,18,0,45,0,90,96,0,1
Married,0,2,Graduation,54224,23,0,4,46,42,43,0,1
Married,0,1,2n Cycle,49510,81,51,5,44,37,22,3,0
Married,0,1,2n Cycle,67266,43,65,9,76,48,22,4,1
Single,0,0,Graduation,48879,71,99,7,51,16,15,9,0
Married,2,2,PhD,108289,3,0,69,0,107,141,0,1
Single,0,0,PhD,78477,40,147,15,92,28,22,25,0
Together,2,1,Basic,37927,24,0,18,0,31,44,0,1
Together,1,0,2n Cycle,75978,43,73,39,30,24,43,8,1
Married,2,2,Graduation,44338,28,0,22,0,56,65,0,1
Single,0,0,Master,68022,26,155,16,78,25,7,15,1
Single,1,0,PhD,88342,43,83,24,42,33,51,9,1
Single,0,0,Master,54565,48,111,11,55,10,15,10,0
Married,2,1,Master,73513,32,0,43,0,46,65,0,1
Single,0,0,Graduation,52884,61,99,9,65,15,17,7,1
Married,1,2,2n Cycle,51133,44,0,16,14,45,51,0,1
Single,0,0,Basic,51146,69,97,11,55,15,17,14,0
Widow,0,0,Graduation,90765,46,173,21,116,33,18,25,1
Single,0,0,Basic,80056,55,145,16,69,26,18,12,0
Together,0,0,Master,84429,38,182,22,74,36,24,19,1
Together,0,1,Master,68959,40,78,13,55,37,45,5,0
Married,2,2,2n Cycle,84719,30,0,64,0,100,109,0,1
Married,0,2,PhD,73063,25,0,13,65,59,42,0,1
Married,1,1,Graduation,64955,34,0,21,34,42,48,0,0
Married,0,1,PhD,104289,15,75,15,137,66,38,9,1
Single,0,0,PhD,70129,61,119,13,77,29,16,9,0
Single,0,0,Graduation,63866,62,130,12,57,18,14,17,0
Married,1,1,Graduation,62483,15,0,19,42,34,47,0,1
Married,1,1,2n Cycle,64765,50,0,27,39,33,49,0,1
Married,1,1,Master,78961,46,0,26,41,46,52,0,0
Single,1,0,Graduation,70070,42,56,21,46,25,27,12,0
Single,0,0,PhD,82485,46,172,18,92,15,19,9,1
Single,1,0,Graduation,73724,46,84,18,39,18,20,6,1
Single,0,0,Master,75881,22,156,14,72,26,14,15,1
Single,0,0,PhD,77002,76,134,11,65,20,17,8,1
Single,0,0,Master,60860,11,127,15,60,15,14,15,1
Single,0,0,2n Cycle,44281,23,88,6,46,19,16,6,0
Together,2,0,Graduation,25085,53,0,14,0,6,22,0,0
Single,0,0,Graduation,61273,57,120,9,58,16,12,7,1
Married,0,1,Basic,42854,66,44,8,44,39,22,2,0
Single,0,0,Graduation,49857,46,95,8,49,18,10,11,1
Together,2,1,Graduation,61491,15,0,35,0,42,64,0,0
Married,2,1,Master,72183,28,0,39,0,35,64,0,1
Single,0,0,Graduation,71214,55,122,21,76,24,19,11,1
Married,0,2,Master,77500,21,0,16,73,79,63,0,1
Single,0,0,Basic,74401,26,171,12,67,29,15,11,1
Married,0,0,Basic,92910,41,193,24,99,29,13,27,1
Single,0,0,Basic,45408,34,95,9,42,18,11,9,0
Widow,0,0,Graduation,65295,40,109,8,70,25,19,18,1
Married,0,0,Graduation,46551,36,85,13,42,18,11,5,1
Single,0,0,Graduation,90417,49,163,17,91,30,16,16,0
Married,0,0,PhD,79140,35,159,11,90,30,20,14,1
Single,0,0,Graduation,54895,36,128,16,56,17,17,14,0
Together,1,0,2n Cycle,50505,50,51,23,28,20,31,4,1
Married,0,1,Graduation,68100,21,67,13,61,33,32,8,1
Married,0,1,Master,72845,24,74,15,71,50,36,11,0
Single,0,0,Master,82401,46,175,19,80,32,16,11,1
Together,0,2,Master,31812,23,0,1,34,39,26,0,0
Married,0,2,2n Cycle,65185,52,0,10,55,77,53,0,1
Single,0,0,2n Cycle,68769,27,133,15,74,29,19,16,1
Single,0,0,2n Cycle,47644,43,95,15,41,16,6,9,0
Single,0,0,Master,78824,29,146,13,85,26,16,18,1
Widow,0,0,Graduation,79342,64,150,22,91,27,28,13,1
Single,0,0,Graduation,52233,28,111,14,54,17,4,11,0
Married,1,2,Graduation,45816,59,0,14,16,34,48,0,1
Single,1,0,Graduation,69097,39,58,30,39,22,28,7,1
Single,0,0,Graduation,67774,40,128,21,57,23,10,13,1
Married,2,0,Graduation,61890,2,0,48,0,23,50,0,1
Widow,0,0,Basic,76398,67,155,16,74,23,15,11,0
Married,0,0,PhD,82724,49,185,22,68,29,19,12,0
Together,1,2,Basic,68516,9,0,32,25,84,66,0,1
Married,0,2,2n Cycle,72545,24,0,20,62,79,51,0,1
Single,0,0,Graduation,85199,16,166,17,97,23,26,19,1
Single,0,0,Master,75445,30,150,18,69,24,16,15,1
Married,0,1,Graduation,73420,35,75,15,74,39,33,10,0
Widow,0,0,Graduation,49731,69,98,6,42,17,12,12,0
Together,1,0,Basic,53805,76,68,27,22,18,25,3,0
Single,0,0,2n Cycle,54411,52,117,14,56,20,18,15,0
Single,0,0,Graduation,87227,17,163,17,80,34,27,22,1
Single,0,0,Graduation,66202,78,126,13,55,20,18,16,1
Together,0,0,Master,84737,14,183,10,88,31,23,12,1
Together,0,2,Master,94058,43,0,13,105,81,86,0,1
Married,2,2,Master,100092,20,0,72,0,101,109,0,1
Single,0,0,2n Cycle,56694,62,98,11,46,14,17,17,0
Married,1,0,Graduation,104933,23,120,52,53,33,57,7,1
Married,0,0,PhD,82408,57,150,23,87,30,20,18,0
Single,0,0,Master,89957,62,166,14,101,31,24,12,1
Married,1,2,2n Cycle,56801,35,0,18,27,59,58,0,1
Single,0,0,Graduation,75900,42,157,23,100,38,23,14,0
Single,0,0,PhD,65542,58,134,12,66,29,14,15,1
Together,0,2,Graduation,75281,52,0,16,73,76,56,0,0
Married,1,2,Master,67191,21,0,22,36,73,76,0,1
Married,0,2,Graduation,57448,24,0,8,56,62,48,0,1
Married,0,2,2n Cycle,53505,24,0,11,57,46,46,0,1
Single,0,0,2n Cycle,65469,9,120,14,58,18,17,12,1
Married,2,0,Basic,67417,47,0,37,0,16,50,0,1
Married,1,1,Graduation,80352,31,0,21,47,49,49,0,1
Married,0,0,Master,83319,37,173,7,93,27,24,17,0
Married,1,0,Master,72739,31,87,36,44,22,33,5,1
Single,0,0,Master,59178,50,109,14,65,24,11,15,0
Single,1,0,Graduation,47474,30,37,20,26,21,19,5,1
Married,1,0,Graduation,56575,52,42,24,29,22,32,6,1
Single,0,0,Graduation,81195,36,167,17,78,23,25,25,0
Married,1,2,PhD,74117,10,0,29,40,78,72,0,1
Single,0,0,Graduation,49017,54,100,9,45,18,16,9,0
Single,0,0,Graduation,48027,32,113,11,51,15,14,5,0
Single,0,0,PhD,60099,42,128,12,69,23,12,10,0
Widow,0,0,Graduation,82569,55,172,17,85,26,26,13,0
Single,0,0,Master,61961,44,128,14,58,25,12,11,1
Married,0,2,Master,77543,33,0,19,74,74,59,0,1
Married,0,1,Graduation,71251,31,75,14,75,48,33,10,1
Single,0,0,2n Cycle,62329,46,115,8,60,22,9,9,1
Married,0,0,PhD,91519,31,178,16,87,30,25,14,1
Married,1,2,Graduation,90756,33,0,37,47,70,92,0,1
Married,1,1,Basic,49981,29,0,21,28,30,31,0,0
Together,0,0,Graduation,57118,41,127,11,68,14,11,7,1
Single,0,0,Graduation,61666,28,125,10,49,21,14,14,1
Single,0,0,Master,68900,50,143,18,81,23,11,14,1
Together,2,1,PhD,60756,20,0,44,0,45,55,0,1
Single,0,0,PhD,56350,27,102,14,45,11,16,12,1
Married,1,2,PhD,87888,18,0,29,60,89,89,0,1
Married,1,2,Basic,80786,39,0,25,40,78,70,0,1
Single,1,0,Master,92271,44,75,32,47,28,61,9,1
Married,2,2,Graduation,56241,0,0,29,0,80,55,0,1
Single,0,0,Graduation,56542,33,114,7,57,17,18,14,1
Single,0,0,Master,72437,64,148,13,73,20,18,18,1
Single,0,0,Graduation,67558,62,133,11,54,19,16,11,1
Together,0,0,PhD,68395,24,153,13,73,24,18,9,1
Single,0,0,Basic,75537,55,154,21,76,23,16,16,1
Married,0,0,Master,71446,21,149,19,73,19,19,10,1
Together,2,2,2n Cycle,66533,10,0,47,0,79,80,0,1
Married,0,0,Graduation,68061,27,109,15,77,21,16,17,0
Married,2,2,Graduation,68134,34,0,45,0,77,96,0,1
Married,2,2,Graduation,84350,22,0,47,0,69,90,0,1
Single,1,0,Graduation,77774,44,93,38,27,22,42,3,1
Married,0,0,PhD,100211,10,186,23,92,30,22,24,1
Married,1,0,Master,66752,51,63,21,33,23,28,6,1
Widow,0,0,Graduation,57816,68,127,18,57,18,14,10,0
Together,1,2,Graduation,105904,28,0,37,49,122,105,0,1
Together,0,1,Graduation,70604,67,72,17,66,54,35,5,1
Together,1,2,Graduation,52532,42,0,13,27,74,42,0,1
Married,0,2,Graduation,87133,58,0,19,86,67,65,0,1
Married,2,2,Graduation,59411,20,0,40,0,65,67,0,0
Together,1,2,Master,102526,29,0,43,49,101,108,0,1
Single,0,0,2n Cycle,51884,34,109,12,48,17,27,8,1
Widow,0,0,Graduation,90883,19,192,32,98,29,23,16,1
Married,2,2,Graduation,72326,10,0,40,0,80,98,0,1
Married,0,2,Graduation,50138,39,0,7,50,47,34,0,0
Married,0,0,Master,65240,24,125,15,72,22,23,9,1
Widow,0,0,Graduation,66486,45,135,6,62,19,12,9,0
Single,0,0,Graduation,52727,12,98,13,52,14,18,8,0
Married,0,1,Graduation,75812,32,93,17,72,53,42,5,1
Married,1,0,PhD,53522,43,70,17,16,11,25,5,0
Single,0,0,Master,72914,32,144,15,65,29,17,14,1
Married,0,0,Graduation,43363,40,80,7,36,12,7,11,0
Married,0,0,Graduation,78369,41,149,16,80,32,22,13,0
Married,0,2,2n Cycle,55991,28,0,11,49,52,47,0,0
Single,0,0,Graduation,65019,47,140,19,85,24,19,16,1
Married,0,0,PhD,69990,17,121,14,70,23,20,16,1
Married,0,2,Graduation,63560,15,0,21,72,54,46,0,1
Married,0,0,Master,49303,29,97,14,37,13,9,8,0
Single,0,0,Graduation,44306,42,100,7,47,25,13,5,1
Widow,0,0,Graduation,99021,67,200,18,101,32,23,20,1
Married,0,2,PhD,111417,37,0,17,98,102,95,0,1
Married,0,0,2n Cycle,49337,19,99,12,43,11,10,10,1
Married,1,2,Graduation,67921,31,0,32,29,64,60,0,0
Single,0,0,PhD,86874,33,169,23,87,28,14,18,1
Married,0,1,PhD,91207,29,90,20,98,67,48,9,1
Married,0,2,Master,71361,21,0,11,74,58,44,0,1
Married,1,0,Master,56643,35,53,19,24,28,23,7,1
Married,1,2,Master,93155,0,0,37,40,98,95,0,1
Married,0,2,Graduation,65382,31,0,12,70,71,61,0,1
Single,0,0,Master,45318,50,86,7,52,15,11,10,1
Married,0,2,PhD,89322,19,0,15,99,105,67,0,1
Single,0,0,Graduation,57846,36,108,11,61,12,10,11,1
Single,0,0,Graduation,55370,26,122,14,57,17,9,10,1
Together,2,1,Graduation,67898,22,0,36,0,52,62,0,1
Married,0,2,Master,76807,33,0,15,67,68,57,0,1
Married,0,0,Graduation,89819,38,163,17,94,27,22,31,0
Married,0,2,Master,66301,43,0,20,59,68,50,0,1
Together,2,0,Graduation,54437,48,0,27,0,22,52,0,1
Married,2,0,Graduation,84573,22,0,46,0,34,67,0,1
Married,2,1,Graduation,110429,20,0,80,0,87,112,0,1
Single,0,0,Graduation,98082,23,188,13,88,38,19,24,1
Widow,0,0,Graduation,88978,33,190,20,79,24,30,22,1
Together,0,0,Graduation,60741,44,110,7,62,35,18,19,0
Together,1,0,Graduation,57989,50,72,29,32,17,31,10,0
Single,1,0,Graduation,57193,37,55,24,32,23,35,5,0
Single,0,0,Graduation,36881,50,71,7,34,11,7,7,0
Single,0,0,Graduation,73244,22,177,15,84,28,14,19,1
Single,0,0,PhD,99820,43,186,15,103,38,30,17,1
Together,2,2,Master,70974,9,0,38,0,67,105,0,1
Single,0,0,Master,101393,63,190,19,104,29,22,16,1
Single,1,0,Graduation,103891,61,72,39,52,33,66,15,1
Single,0,0,Graduation,76276,65,153,21,70,36,18,13,1
Single,0,0,Graduation,52944,30,112,17,50,10,10,8,1
Single,0,0,Master,57126,54,114,12,57,22,12,13,0
Married,2,1,Graduation,84611,0,0,47,0,56,76,0,1
Married,0,2,Master,95799,46,0,17,98,109,66,0,1
Single,0,0,Graduation,53147,44,98,9,45,16,12,10,1
Married,0,1,2n Cycle,50606,12,48,20,54,46,31,3,1
Married,0,1,Graduation,47339,49,47,13,61,23,28,7,0
Single,1,0,Master,54345,34,50,22,29,24,30,6,0
Married,2,2,Graduation,66727,18,0,52,0,74,95,0,0
Married,2,1,Graduation,89357,33,0,45,0,59,83,0,1
Married,2,2,PhD,81409,36,0,45,0,83,104,0,1
Married,2,2,Master,33986,30,0,24,0,34,37,0,0
Single,0,0,2n Cycle,48171,10,100,10,50,15,8,11,1
Widow,0,0,2n Cycle,68002,47,142,18,71,17,16,17,1
Together,0,2,Graduation,60673,18,0,14,65,64,42,0,0
Together,0,2,Graduation,27248,44,0,6,29,24,23,0,1
Single,0,0,Master,64882,48,147,14,53,24,14,8,1
Together,1,0,Graduation,85800,31,82,34,35,39,37,4,1
Together,0,1,Master,66007,36,74,12,59,45,37,6,1
Together,1,0,2n Cycle,50878,12,61,18,28,14,20,4,0
Single,0,0,Graduation,51417,68,95,8,39,21,12,16,0
Married,0,2,PhD,92298,34,0,9,107,94,72,0,1
Widow,0,0,2n Cycle,50150,47,100,12,53,18,9,9,0
Married,1,0,Master,62997,42,57,24,27,26,28,9,0
Married,1,1,Master,96831,2,0,31,47,55,69,0,1
Together,1,2,2n Cycle,71065,41,0,29,29,84,70,0,0
Married,0,0,Graduation,64863,36,109,18,54,17,15,8,1
Married,1,2,Graduation,80294,27,0,37,48,84,69,0,1
Married,0,1,PhD,76205,27,58,17,57,64,31,9,1
Together,0,0,Graduation,52018,25,112,10,68,19,9,15,0
Single,0,0,Graduation,48713,35,102,10,44,21,13,8,0
Married,2,1,2n Cycle,44453,26,0,26,0,26,43,0,1
Married,1,2,Graduation,71579,26,0,24,29,78,80,0,1
Married,0,2,Graduation,102852,20,0,19,121,99,69,0,1
Married,2,0,2n Cycle,38036,33,0,20,0,10,20,0,0
Together,0,2,PhD,108290,23,0,15,97,89,82,0,1
Together,2,0,Graduation,25274,15,0,19,0,5,18,0,0
Single,0,0,2n Cycle,65486,41,130,10,64,19,14,10,0
Married,0,1,Master,52142,37,43,13,53,45,27,3,0
Single,0,0,Master,77667,30,132,17,80,28,10,15,1
Single,0,0,2n Cycle,45806,57,98,8,33,10,6,10,0
Married,2,1,2n Cycle,78772,25,0,46,0,48,66,0,1
Together,2,0,2n Cycle,48928,39,0,16,0,18,39,0,0
Together,0,1,Basic,60398,24,61,15,57,43,32,3,0
Single,0,0,Master,66753,31,138,12,56,16,24,22,1
Single,0,0,Graduation,81121,36,164,15,73,31,13,23,1
Married,2,0,Master,77086,12,0,35,0,29,59,0,0
Married,1,1,Graduation,76101,3,0,23,38,47,58,0,1
Single,0,0,Master,70832,62,130,12,59,25,21,15,0
Together,1,2,Graduation,79095,17,0,35,30,78,90,0,0
Together,0,2,PhD,96958,26,0,19,86,94,66,0,1
Married,2,2,Graduation,73538,25,0,46,0,72,86,0,1
Together,0,2,Master,46951,31,0,9,52,39,45,0,1
Single,0,0,Graduation,48311,27,93,6,55,23,11,6,1
Married,1,1,Graduation,84709,46,0,24,42,38,58,0,1
Married,0,1,Master,56706,31,59,10,56,42,21,6,0
Single,0,0,2n Cycle,46894,53,89,8,44,15,10,7,1
Together,1,2,Graduation,56784,50,0,20,27,55,64,0,0
Married,2,1,Master,76428,7,0,35,0,52,86,0,1
Married,0,1,Master,74286,49,64,13,66,48,33,7,1
Single,0,0,Graduation,63479,45,123,10,50,23,17,10,0
Single,1,0,Graduation,46880,26,56,18,25,16,17,5,1
Single,0,0,Graduation,49868,51,92,18,42,14,15,17,0
Married,0,1,PhD,116556,34,114,18,113,84,64,7,1
Married,1,2,Graduation,93946,16,0,33,48,103,97,0,1
Single,0,0,Master,77610,70,174,15,76,28,26,23,0
Married,0,0,Basic,69138,48,132,11,63,31,12,7,1
Married,0,1,Graduation,76834,20,91,11,94,43,35,5,1
Married,0,2,Graduation,71935,37,0,9,72,73,53,0,0
Married,0,2,Master,66682,30,0,12,74,80,51,0,0
Together,0,0,Graduation,87459,24,159,16,79,27,22,18,1
Married,0,0,Basic,87740,37,172,18,109,36,27,13,0
Married,2,0,Graduation,64409,39,0,37,0,23,46,0,1
Single,0,0,Graduation,79164,28,145,19,78,25,20,14,1
Single,1,0,Graduation,56124,18,57,27,36,19,18,10,1
Single,0,0,Graduation,50712,24,92,12,54,15,11,10,0
Married,0,1,Master,72966,17,90,20,74,40,29,4,1
Single,0,0,Graduation,56846,52,88,14,61,18,10,10,1
Single,0,0,Graduation,71455,48,136,14,63,21,17,18,0
Married,0,2,PhD,82740,17,0,16,86,83,65,0,0
Single,0,0,Graduation,75236,39,148,18,69,31,20,13,1
Single,0,0,PhD,68454,23,146,14,60,21,12,13,1
Single,0,0,Graduation,61515,34,116,10,62,12,24,13,1
Married,0,1,Graduation,55419,29,47,16,51,35,34,7,0
Single,0,0,Graduation,42848,50,78,10,45,23,14,11,1
Married,2,2,Graduation,77909,39,0,47,0,81,104,0,0
Married,0,2,Graduation,74027,16,0,8,72,73,65,0,0
Married,0,0,Graduation,65497,31,142,13,52,21,14,14,1
Married,0,0,Master,65498,47,122,15,67,25,11,21,1
Together,1,1,Graduation,47986,13,0,20,25,39,28,0,1
Single,0,0,Basic,54775,30,97,9,55,25,6,14,0
Single,1,0,Graduation,52059,52,54,15,20,9,30,6,1
Single,0,0,Master,93928,58,175,18,76,35,29,11,1
Single,0,0,Graduation,65142,29,136,6,64,16,16,13,1
Single,0,0,Basic,57417,31,132,20,55,24,12,11,1
Single,0,0,Master,90662,50,171,19,86,21,18,20,0
Married,2,1,PhD,77109,41,0,49,0,44,92,0,1
Married,2,1,2n Cycle,74267,22,0,50,0,45,71,0,1
Single,0,0,PhD,87065,30,177,21,92,32,23,23,1
Married,1,2,Graduation,64782,36,0,32,35,65,60,0,0
Single,0,0,PhD,56516,49,114,13,61,20,10,6,0
Single,0,0,Graduation,30194,45,66,10,27,12,14,6,0
Married,0,1,Master,65944,65,80,12,64,38,41,2,0
Single,0,0,Master,86288,44,182,14,91,28,26,12,1
Single,0,0,Basic,37810,28,68,10,31,15,10,8,0
Married,0,1,2n Cycle,81962,42,77,11,78,51,36,7,0
Together,0,2,Graduation,54120,23,0,6,48,47,47,0,1
Married,1,2,2n Cycle,68233,25,0,35,47,72,73,0,0
Single,0,0,Graduation,70503,53,139,16,87,22,20,11,0
Together,2,2,PhD,98022,32,0,65,0,103,106,0,1
Married,0,0,Graduation,65651,0,132,14,70,28,14,16,1
Married,0,1,Graduation,62948,29,74,6,60,33,30,7,1
Together,2,2,Graduation,35872,18,0,23,0,31,41,0,1
Married,2,0,Graduation,66123,32,0,40,0,17,57,0,0
Single,0,0,Graduation,112382,24,233,12,82,32,30,31,1
Married,0,0,Graduation,69299,38,152,14,63,14,17,15,1
Married,1,0,Master,58248,37,52,17,32,18,29,4,1
Married,1,2,Master,77300,1,0,30,38,60,76,0,0
Married,2,0,Master,90676,27,0,48,0,28,65,0,1
Together,1,2,Master,63587,42,0,27,38,74,58,0,1
Together,2,2,Graduation,49263,5,0,23,0,40,79,0,0
Together,1,1,Master,110688,30,0,30,52,72,79,0,1
Together,1,2,Graduation,71579,28,0,27,39,67,77,0,1
Together,1,2,2n Cycle,83974,0,0,35,42,70,79,0,1
Single,0,0,Graduation,56995,38,118,7,50,18,15,11,1
Single,0,0,Graduation,89600,39,164,19,88,37,26,18,1
Married,1,0,Graduation,86611,54,82,34,43,22,53,11,1
Together,0,0,Graduation,73667,36,135,16,60,23,13,15,1
Married,0,2,Graduation,54568,39,0,13,52,45,41,0,1
Married,1,0,Graduation,61964,27,69,25,34,16,39,11,1
Single,0,0,Master,76750,46,154,19,80,28,9,13,1
Single,0,0,Graduation,57790,57,107,13,37,20,10,15,0
Married,0,1,PhD,95588,10,90,20,107,66,41,8,1
Single,1,0,2n Cycle,50848,41,52,25,36,19,24,4,1
Single,0,0,Master,76322,50,159,12,86,16,22,12,1
Single,0,0,Master,60171,41,132,13,78,18,19,12,0
Single,0,0,PhD,86753,44,192,18,93,28,30,14,1
Married,2,0,Graduation,57872,45,0,34,0,15,44,0,1
Single,0,0,Graduation,57858,23,99,18,53,16,9,17,1
Married,0,1,Graduation,69774,43,67,9,75,48,37,7,0
Single,0,0,Graduation,49472,62,105,5,36,12,15,8,0
Together,2,0,Graduation,56373,27,0,36,0,16,46,0,1
Single,0,0,Master,74200,32,119,12,69,19,16,18,1
Married,1,2,Graduation,83617,16,0,38,42,78,67,0,1
Married,1,0,Graduation,76760,41,90,34,25,29,35,6,1
Single,0,0,Graduation,70601,64,144,25,61,23,15,13,0
Together,0,2,2n Cycle,62287,64,0,11,41,65,55,0,0
Married,1,2,PhD,79576,50,0,34,50,83,76,0,1
Married,0,2,Master,54097,29,0,12,59,55,45,0,0
Single,0,0,Graduation,55056,31,109,10,42,22,15,11,0
Together,2,1,Graduation,64175,5,0,36,0,35,64,0,1
Married,0,1,PhD,80583,43,73,20,74,48,50,8,0
Single,0,0,Basic,73292,86,141,9,81,27,23,20,1
Single,0,0,Graduation,67145,46,121,11,79,13,25,8,0
Together,1,0,PhD,81627,41,86,28,30,43,40,9,1
Married,0,0,Graduation,81206,41,164,17,88,26,12,18,1
Married,2,0,Basic,90336,39,0,47,0,31,61,0,0
Married,0,0,Graduation,68776,33,151,17,56,11,25,8,1
Married,0,2,PhD,75536,37,0,20,81,63,53,0,0
Single,0,0,Basic,54827,40,96,12,53,21,15,12,0
Single,0,0,Graduation,45760,52,85,12,47,17,13,12,1
Married,1,1,Master,65699,33,0,26,35,50,56,0,1
Widow,1,0,Master,106360,42,99,46,59,37,56,6,1
Single,0,0,Graduation,82437,28,179,17,89,25,18,17,1
Married,0,1,Graduation,82753,53,97,12,79,58,47,10,1
Married,0,0,Graduation,78848,56,162,15,91,31,25,14,1
Married,1,2,Graduation,54684,25,0,19,27,43,63,0,1
Together,0,2,Graduation,53870,26,0,7,54,57,48,0,0
Married,1,2,Master,99845,6,0,38,41,107,104,0,1
Single,0,0,Graduation,55396,26,130,10,52,10,17,14,1
Widow,0,0,Basic,53001,38,88,10,45,27,17,9,0
Married,0,0,Graduation,70150,45,147,10,64,23,17,15,1
Together,0,1,Graduation,74655,40,93,17,86,39,52,4,1
Married,1,1,Master,76887,58,0,27,45,52,68,0,1
Together,0,0,Master,70330,35,135,14,56,16,17,10,1
Single,0,0,Master,37328,37,65,5,37,14,7,6,1
Single,0,0,Graduation,61937,42,134,13,71,20,16,18,1
Together,0,2,Master,87961,17,0,11,83,95,68,0,1
Single,0,0,Graduation,61971,66,117,10,60,28,21,13,0
Single,0,0,Graduation,94049,67,193,20,95,36,34,8,1
Married,2,2,Graduation,62165,35,0,37,0,52,71,0,0
Together,2,1,2n Cycle,53657,43,0,28,0,33,78,0,0
Single,1,0,Graduation,52942,37,54,19,24,22,26,10,1
Together,2,2,Graduation,55522,34,0,33,0,53,67,0,0
Married,1,2,Graduation,81053,45,0,32,40,88,90,0,1
Married,1,0,Graduation,68876,33,73,21,33,18,27,4,1
Together,0,2,Master,102165,51,0,25,104,114,96,0,1
Married,0,1,Graduation,76707,36,75,18,80,51,42,6,0
Single,0,0,PhD,66920,41,94,11,69,25,14,14,1
Single,0,0,Graduation,48110,32,102,14,44,19,12,15,1
Married,2,2,Graduation,98000,23,0,59,0,110,127,0,1
Married,1,0,Basic,63310,55,67,26,29,25,23,8,0
Together,0,1,Graduation,85578,2,90,20,100,66,49,11,1
Married,0,0,Master,81042,47,151,18,84,36,19,23,0
Married,1,1,Graduation,73238,43,0,28,41,37,57,0,0
Married,1,1,Graduation,93096,32,0,29,44,65,69,0,1
Single,0,0,Graduation,68591,13,161,10,72,15,15,16,1
Single,0,0,2n Cycle,63426,23,140,8,67,19,15,9,1
Together,2,1,Graduation,59920,27,0,44,0,33,57,0,1
Single,0,0,Graduation,76071,17,158,17,78,25,23,15,1
Single,0,0,Graduation,61886,84,126,14,62,17,20,14,1
Married,2,2,Master,71673,42,0,50,0,59,83,0,1
Married,1,0,Master,112287,18,109,39,45,38,53,10,1
Together,1,2,Graduation,61505,41,0,28,30,83,60,0,0
Single,0,0,Graduation,51144,54,115,6,41,16,12,16,0
Single,0,0,Master,87061,35,184,17,98,39,23,18,1
Single,0,0,Master,80180,56,172,20,79,32,21,8,0
Married,0,2,Graduation,63056,2,0,12,47,67,54,0,1
Single,0,0,Graduation,61817,38,134,16,62,20,14,19,1
Married,0,1,Graduation,83033,28,79,23,89,47,41,10,1
Together,2,0,Graduation,69169,60,0,47,0,31,51,0,1
Together,0,0,Basic,64789,29,121,12,69,35,17,15,0
Single,1,0,Graduation,62901,48,54,25,33,29,34,6,1
Married,2,1,Master,92271,15,0,55,0,56,100,0,1
Married,1,1,Graduation,68366,49,0,27,31,46,55,0,1
Together,0,2,Graduation,56310,27,0,15,49,68,41,0,1
Widow,0,0,Graduation,93795,22,210,19,95,32,21,18,1
Single,0,0,Master,74366,42,136,15,67,25,15,11,0
Married,1,0,Graduation,83304,49,94,36,46,35,35,16,1
Single,0,0,Graduation,81364,49,183,13,88,23,14,15,1
Single,0,0,2n Cycle,49411,22,94,14,55,14,10,8,0
Single,0,0,Graduation,70985,18,145,15,73,25,16,20,1
Married,0,0,Graduation,107799,29,228,27,115,47,22,22,1
Married,1,2,Graduation,70598,13,0,25,28,64,69,0,1
Single,0,0,Graduation,44904,31,95,11,53,17,8,7,1
Married,2,2,Graduation,85330,14,0,52,0,104,114,0,1
Single,0,0,Graduation,38028,55,82,10,31,9,7,8,0
Married,0,1,Graduation,56535,35,49,12,56,36,21,6,1
Single,0,0,Basic,50093,27,119,11,50,16,20,9,1
Single,0,0,Graduation,62568,29,144,23,72,23,17,13,1
Married,2,0,Master,82823,38,0,49,0,34,69,0,1
Single,0,0,Master,103103,38,231,13,109,36,18,24,1
Married,0,2,PhD,91269,20,0,16,101,99,63,0,1
Single,0,0,2n Cycle,49339,54,107,5,51,17,15,8,0
Married,0,1,Graduation,63382,50,57,20,78,51,32,9,1
Single,0,0,Graduation,56158,55,111,18,54,19,7,8,0
Married,0,0,Graduation,54794,43,116,12,66,14,17,14,0
Married,0,2,Basic,68400,19,0,16,81,57,54,0,1
Single,0,0,Graduation,67525,39,126,11,71,28,26,20,0
Married,1,2,Graduation,80001,16,0,22,41,65,86,0,1
Single,0,0,Graduation,75010,2,144,15,75,29,18,21,1
Married,1,0,PhD,99289,31,114,41,54,23,47,18,1
Single,0,0,Graduation,42277,13,92,9,52,15,7,3,0
Married,1,1,2n Cycle,63781,22,0,17,36,37,46,0,1
Married,0,0,2n Cycle,64399,34,129,10,67,23,10,13,1
Together,1,2,Master,93658,48,0,42,39,84,89,0,1
Married,0,0,Master,101976,22,212,15,108,30,31,24,1
Married,2,2,2n Cycle,61609,27,0,39,0,65,67,0,1
Married,2,0,Graduation,58130,29,0,35,0,17,39,0,1
Together,0,0,Master,75377,49,145,13,76,27,21,22,0
Married,1,0,Graduation,68219,28,65,26,40,18,40,4,1
Single,0,0,PhD,78746,18,134,6,90,27,33,18,1
Together,0,2,Graduation,84234,33,0,15,85,94,70,0,0
